WijkenEnBu,BU_CODE,cbs_l1_totalpo,cbs_l2_childre,cbs_l3_student,cbs_l4_mobile_,cbs_l5_not_mob,cbs_l6_elderly,cbs_l10_wester,cbs_l10_nonwes,cbs_l10_mar,cbs_l10_ant,cbs_l10_sur,cbs_l10_tur,ois_totalpop,ois_Children,ois_Students,ois_MobileAdul,ois_NotMobileA,ois_Elderly,ois_l10_sur,ois_l10_ant,ois_l10_mar,ois_l10_tur,ois_l10_wester,ois_l10_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobile_adults,ois_gc1_2018_mobile_adults,ois_gc_2018_not_mobile_adults,ois_gc1_2018_not_mobile_adults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,BuurtID,Buurtcode,Oppervlakt,Stadsdeelc,Wijkcode,ois_gc1_2018_tur
Buiksloterdijk Oost,BU03636401,120.0,15.0,20.0,20.0,45.0,40.0,15.0,20.0,10.0,0.0,0.0,0.0,123.0,19.0,16.0,10.0,41.0,37.0,0.0,1.0,7.0,0.0,9.0,14.0,7.0,42.0,11.0,51.0,,9.0,4.0,36.0,9.0,65.0,5.0,22.0,36.0,216.0,,321,03630000000651,N64b,26863.0,N,N64,
Nieuwendammerdijk West,BU03636402,1045.0,250.0,100.0,205.0,355.0,145.0,155.0,45.0,0.0,10.0,5.0,0.0,1054.0,321.0,67.0,166.0,355.0,145.0,4.0,7.0,1.0,0.0,32.0,157.0,230.0,596.0,104.0,365.0,,15.0,133.0,399.0,260.0,792.0,63.0,203.0,790.0,2355.0,,480,03630000000652,N64c,117735.0,N,N64,3.0
Vogelbuurt Noord,BU03636102,1265.0,195.0,120.0,495.0,320.0,145.0,170.0,470.0,145.0,20.0,95.0,25.0,1270.0,254.0,185.0,371.0,318.0,142.0,94.0,19.0,142.0,25.0,189.0,168.0,252.0,363.0,162.0,237.0,76.0,84.0,365.0,509.0,330.0,462.0,206.0,260.0,1315.0,1831.0,2.0,226,03630000000645,N61c,318810.0,N,N61,5.0
Tuindorp Nieuwendam Oost,BU03636201,2475.0,410.0,215.0,575.0,770.0,515.0,265.0,340.0,60.0,20.0,90.0,20.0,2479.0,520.0,196.0,478.0,770.0,515.0,88.0,20.0,57.0,17.0,159.0,262.0,507.0,750.0,496.0,657.0,27.0,51.0,468.0,677.0,737.0,993.0,188.0,281.0,2396.0,3358.0,1.0,318,03630000000648,N62b,350796.0,N,N62,13.0
Blauwe Zand,BU03636300,1880.0,285.0,195.0,495.0,575.0,345.0,210.0,390.0,90.0,15.0,85.0,35.0,1882.0,385.0,208.0,375.0,573.0,341.0,82.0,13.0,89.0,32.0,175.0,209.0,412.0,543.0,347.0,426.0,33.0,33.0,378.0,446.0,597.0,772.0,208.0,250.0,1942.0,2437.0,2.0,319,03630000000649,N63a,173013.0,N,N63,3.0
Tuindorp Oostzaan Oost,BU03636501,4235.0,710.0,400.0,1150.0,1200.0,785.0,455.0,780.0,185.0,30.0,165.0,105.0,4239.0,908.0,432.0,918.0,1198.0,783.0,162.0,28.0,184.0,105.0,299.0,455.0,918.0,1037.0,779.0,870.0,79.0,85.0,926.0,1044.0,1216.0,1362.0,437.0,501.0,4276.0,4814.0,5.0,472,03630000000656,N65b,528827.0,N,N65,14.0
Terrasdorp,BU03636502,4020.0,525.0,390.0,1170.0,1185.0,760.0,495.0,1300.0,330.0,35.0,325.0,130.0,4020.0,684.0,522.0,873.0,1182.0,759.0,325.0,32.0,331.0,127.0,487.0,489.0,709.0,999.0,775.0,881.0,142.0,156.0,900.0,1135.0,1197.0,1499.0,529.0,624.0,4110.0,5138.0,19.0,324,03630000000657,N65c,689183.0,N,N65,19.0
De Bongerd,BU03636503,2295.0,710.0,260.0,785.0,490.0,55.0,230.0,880.0,300.0,45.0,165.0,120.0,2297.0,875.0,178.0,698.0,491.0,55.0,164.0,45.0,299.0,121.0,252.0,228.0,873.0,991.0,61.0,210.0,105.0,131.0,695.0,832.0,486.0,699.0,175.0,253.0,2290.0,2985.0,4.0,325,03630000000658,N65d,300162.0,N,N65,6.0
Oostzanerdijk,BU03636601,415.0,65.0,40.0,100.0,150.0,65.0,60.0,20.0,0.0,0.0,5.0,0.0,415.0,82.0,43.0,75.0,150.0,65.0,3.0,1.0,1.0,0.0,13.0,60.0,84.0,340.0,96.0,422.0,3.0,25.0,80.0,396.0,146.0,574.0,43.0,203.0,449.0,1935.0,2.0,473,03630000000660,N66b,465939.0,N,N66,12.0
Walvisbuurt,BU03636602,1415.0,225.0,210.0,345.0,485.0,155.0,175.0,430.0,70.0,15.0,120.0,100.0,1419.0,324.0,214.0,242.0,485.0,154.0,118.0,13.0,71.0,99.0,131.0,174.0,331.0,431.0,157.0,355.0,27.0,30.0,257.0,336.0,479.0,664.0,220.0,256.0,1444.0,2042.0,5.0,225,03630000000661,N66c,506734.0,N,N66,16.0
Twiske West,BU03636603,2435.0,385.0,340.0,500.0,895.0,325.0,280.0,485.0,85.0,20.0,150.0,70.0,2439.0,564.0,276.0,382.0,895.0,322.0,150.0,21.0,82.0,68.0,166.0,276.0,560.0,694.0,317.0,393.0,39.0,44.0,368.0,494.0,896.0,1050.0,269.0,314.0,2410.0,2945.0,9.0,327,03630000000662,N66d,419318.0,N,N66,13.0
Vliegenbos,BU03636103,180.0,40.0,35.0,40.0,65.0,10.0,40.0,15.0,0.0,0.0,5.0,0.0,181.0,61.0,18.0,29.0,64.0,9.0,2.0,0.0,0.0,0.0,11.0,41.0,142.0,316.0,47.0,148.0,1.0,26.0,81.0,260.0,160.0,387.0,25.0,129.0,455.0,1240.0,,227,03630000000646,N61d,395060.0,N,N61,5.0
Molenwijk,BU03636605,3155.0,625.0,420.0,845.0,660.0,605.0,380.0,1565.0,315.0,40.0,240.0,300.0,3153.0,831.0,437.0,618.0,661.0,606.0,239.0,41.0,311.0,298.0,674.0,378.0,836.0,989.0,606.0,681.0,144.0,158.0,620.0,774.0,674.0,903.0,436.0,549.0,3172.0,3896.0,19.0,328,03630023753982,N66f,303292.0,N,N66,26.0
Circus/Kermisbuurt,BU03636606,1325.0,170.0,135.0,450.0,420.0,155.0,170.0,340.0,65.0,5.0,105.0,70.0,1328.0,229.0,215.0,307.0,421.0,156.0,105.0,3.0,63.0,71.0,98.0,168.0,223.0,302.0,157.0,235.0,30.0,40.0,300.0,371.0,411.0,514.0,212.0,250.0,1303.0,1672.0,7.0,329,03630023753981,N66g,159025.0,N,N66,11.0
Noorder IJplas,BU03636604,145.0,25.0,10.0,15.0,65.0,35.0,15.0,10.0,0.0,0.0,0.0,0.0,145.0,29.0,5.0,13.0,66.0,32.0,1.0,0.0,0.0,0.0,9.0,15.0,24.0,29.0,26.0,32.0,,,13.0,13.0,55.0,66.0,5.0,5.0,123.0,145.0,,326,03630000000663,N66e,1467903.0,N,N66,
Twiske Oost,BU03636701,1095.0,175.0,120.0,245.0,350.0,215.0,110.0,260.0,70.0,10.0,65.0,45.0,1098.0,223.0,142.0,171.0,348.0,214.0,65.0,7.0,69.0,46.0,74.0,109.0,218.0,279.0,219.0,271.0,20.0,23.0,171.0,215.0,356.0,442.0,138.0,165.0,1102.0,1372.0,5.0,330,03630000000665,N67b,190613.0,N,N67,5.0
Baanakkerspark Noord,BU03636800,585.0,55.0,65.0,175.0,135.0,165.0,120.0,165.0,20.0,5.0,35.0,20.0,587.0,74.0,110.0,109.0,132.0,162.0,36.0,4.0,18.0,17.0,91.0,119.0,77.0,107.0,162.0,290.0,11.0,15.0,109.0,155.0,139.0,205.0,115.0,140.0,602.0,897.0,4.0,331,03630000000666,N68a,118379.0,N,N68,9.0
Kadoelen,BU03636700,2190.0,505.0,195.0,560.0,630.0,305.0,245.0,340.0,70.0,25.0,80.0,40.0,2193.0,625.0,141.0,494.0,628.0,305.0,79.0,23.0,69.0,37.0,129.0,244.0,617.0,718.0,295.0,383.0,22.0,29.0,485.0,584.0,611.0,789.0,144.0,208.0,2152.0,2682.0,,476,03630000000664,N67a,1305376.0,N,N67,16.0
Markengouw Zuid,BU03636804,2045.0,575.0,285.0,615.0,420.0,160.0,190.0,1415.0,350.0,40.0,205.0,365.0,2050.0,720.0,278.0,472.0,420.0,160.0,204.0,37.0,347.0,362.0,461.0,192.0,697.0,946.0,158.0,218.0,125.0,187.0,457.0,613.0,403.0,567.0,269.0,367.0,1984.0,2711.0,25.0,335,03630000000670,N68e,226499.0,N,N68,62.0
Baanakkerspark Zuid,BU03636801,470.0,40.0,40.0,130.0,105.0,160.0,110.0,85.0,10.0,0.0,10.0,15.0,473.0,52.0,77.0,80.0,104.0,160.0,7.0,1.0,9.0,16.0,54.0,107.0,57.0,148.0,172.0,329.0,2.0,18.0,86.0,255.0,116.0,256.0,78.0,168.0,509.0,1156.0,1.0,332,03630000000667,N68b,163119.0,N,N68,28.0
Werengouw Midden,BU03636802,4970.0,910.0,575.0,1630.0,1205.0,655.0,680.0,2705.0,705.0,75.0,455.0,580.0,4977.0,1207.0,650.0,1262.0,1204.0,654.0,455.0,76.0,702.0,580.0,891.0,677.0,1199.0,1476.0,621.0,895.0,278.0,347.0,1255.0,1537.0,1189.0,1472.0,643.0,839.0,4907.0,6219.0,89.0,333,03630000000668,N68c,375742.0,N,N68,99.0
Werengouw Zuid,BU03636805,1610.0,380.0,225.0,380.0,420.0,210.0,210.0,865.0,280.0,20.0,125.0,210.0,1612.0,512.0,162.0,310.0,421.0,207.0,122.0,19.0,278.0,210.0,236.0,207.0,508.0,622.0,224.0,340.0,132.0,157.0,312.0,421.0,409.0,535.0,168.0,234.0,1621.0,2152.0,24.0,300,03630000000671,N68f,220895.0,N,N68,53.0
Markengouw Midden,BU03636803,3490.0,885.0,575.0,1130.0,700.0,205.0,265.0,2380.0,915.0,65.0,380.0,440.0,3491.0,1193.0,548.0,847.0,699.0,204.0,375.0,65.0,912.0,440.0,582.0,264.0,1222.0,1549.0,217.0,433.0,317.0,404.0,863.0,1215.0,720.0,1041.0,555.0,755.0,3577.0,4993.0,42.0,334,03630000000669,N68d,404994.0,N,N68,84.0
Rode Kruisbuurt,BU03636900,200.0,20.0,30.0,35.0,60.0,65.0,40.0,35.0,0.0,5.0,5.0,5.0,203.0,32.0,28.0,20.0,60.0,63.0,5.0,4.0,0.0,5.0,18.0,38.0,28.0,159.0,64.0,193.0,,12.0,21.0,169.0,60.0,255.0,24.0,133.0,197.0,909.0,1.0,316,03630000000673,N69a,156280.0,N,N69,16.0
Loenermark,BU03636902,1560.0,175.0,160.0,470.0,335.0,420.0,260.0,575.0,110.0,15.0,95.0,100.0,1561.0,221.0,275.0,310.0,336.0,419.0,92.0,15.0,109.0,100.0,264.0,254.0,214.0,300.0,417.0,454.0,41.0,51.0,305.0,374.0,334.0,399.0,275.0,593.0,1545.0,2120.0,13.0,340,03630000000675,N69c,170949.0,N,N69,18.0
Buikslotermeerplein,BU03636909,985.0,70.0,70.0,290.0,185.0,380.0,175.0,295.0,55.0,15.0,75.0,30.0,986.0,94.0,112.0,219.0,184.0,377.0,72.0,12.0,55.0,29.0,127.0,173.0,101.0,488.0,378.0,711.0,28.0,101.0,227.0,622.0,185.0,636.0,116.0,675.0,1007.0,3132.0,6.0,341,03630023753987,N69j,234404.0,N,N69,26.0
Plan van Gool,BU03636910,3100.0,545.0,465.0,980.0,710.0,410.0,465.0,1675.0,360.0,50.0,320.0,200.0,3105.0,769.0,512.0,708.0,707.0,409.0,321.0,51.0,361.0,200.0,743.0,460.0,770.0,836.0,410.0,578.0,141.0,157.0,704.0,838.0,709.0,850.0,509.0,566.0,3102.0,3668.0,37.0,342,03630023753988,N69k,282578.0,N,N69,52.0
De Kleine Wereld,BU03636911,2745.0,585.0,375.0,635.0,680.0,480.0,255.0,1780.0,440.0,40.0,295.0,350.0,2749.0,789.0,349.0,453.0,678.0,480.0,293.0,38.0,438.0,347.0,664.0,253.0,718.0,960.0,445.0,839.0,167.0,193.0,414.0,641.0,617.0,925.0,322.0,737.0,2516.0,4102.0,43.0,343,03630023753986,N69l,237850.0,N,N69,56.0
Buikslotermeer Noord,BU03636912,2520.0,245.0,495.0,685.0,445.0,655.0,445.0,685.0,100.0,45.0,140.0,70.0,2525.0,351.0,679.0,395.0,445.0,655.0,136.0,45.0,100.0,70.0,342.0,435.0,420.0,576.0,693.0,911.0,46.0,79.0,435.0,504.0,504.0,662.0,704.0,777.0,2756.0,3430.0,7.0,344,03630023753985,N69m,471127.0,N,N69,26.0
Banne Zuidwest,BU03637000,3740.0,780.0,515.0,990.0,835.0,630.0,430.0,2160.0,615.0,55.0,380.0,330.0,3741.0,1062.0,456.0,761.0,833.0,629.0,379.0,52.0,615.0,330.0,787.0,422.0,1086.0,1212.0,586.0,803.0,257.0,283.0,846.0,995.0,871.0,1081.0,479.0,552.0,3868.0,4643.0,28.0,477,03630000000682,N70a,372865.0,N,N70,29.0
Banne Zuidoost,BU03637001,3665.0,625.0,320.0,1120.0,970.0,635.0,390.0,1560.0,350.0,60.0,335.0,285.0,3670.0,787.0,431.0,846.0,971.0,635.0,334.0,62.0,347.0,286.0,532.0,391.0,762.0,1230.0,580.0,923.0,140.0,229.0,765.0,1146.0,906.0,1295.0,414.0,582.0,3427.0,5176.0,16.0,336,03630000000683,N70b,525413.0,N,N70,43.0
Banne Noordoost,BU03637003,3655.0,715.0,490.0,965.0,925.0,565.0,420.0,1920.0,555.0,40.0,260.0,535.0,3660.0,994.0,460.0,715.0,926.0,565.0,257.0,42.0,553.0,535.0,531.0,416.0,951.0,1103.0,541.0,629.0,205.0,236.0,687.0,799.0,888.0,1032.0,448.0,516.0,3515.0,4079.0,51.0,479,03630000000685,N70d,456098.0,N,N70,73.0
Banne Noordwest,BU03637002,2645.0,505.0,405.0,740.0,640.0,365.0,295.0,1585.0,435.0,50.0,245.0,425.0,2647.0,699.0,431.0,515.0,637.0,365.0,246.0,49.0,434.0,426.0,436.0,286.0,763.0,1033.0,507.0,762.0,184.0,239.0,562.0,804.0,725.0,985.0,460.0,607.0,3017.0,4191.0,35.0,478,03630000000684,N70c,340840.0,N,N70,87.0
Buiksloterbreek,BU03637004,325.0,55.0,30.0,65.0,115.0,65.0,65.0,20.0,0.0,0.0,5.0,0.0,326.0,68.0,27.0,54.0,115.0,62.0,4.0,0.0,0.0,1.0,14.0,63.0,59.0,140.0,51.0,85.0,,,51.0,121.0,112.0,170.0,27.0,48.0,300.0,564.0,,346,03630000000686,N70e,99708.0,N,N70,
Marjoleinterrein,BU03637005,370.0,90.0,60.0,130.0,65.0,30.0,45.0,145.0,60.0,0.0,10.0,35.0,373.0,119.0,56.0,104.0,65.0,29.0,11.0,0.0,57.0,35.0,41.0,46.0,119.0,170.0,25.0,68.0,16.0,28.0,90.0,151.0,57.0,134.0,37.0,89.0,328.0,612.0,,347,03630000000866,N70f,34717.0,N,N70,
Cornelis Douwesterrein,BU03637104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,124.0,1.0,55.0,,11.0,0.0,204.0,0.0,108.0,0.0,383.0,1.0,874.0,,349,03630023753979,N71e,1389668.0,N,N71,8.0
NDSM terrein,BU03637105,1555.0,25.0,830.0,675.0,30.0,5.0,350.0,470.0,25.0,40.0,65.0,30.0,1556.0,137.0,1215.0,174.0,28.0,2.0,63.0,39.0,23.0,30.0,328.0,335.0,137.0,143.0,2.0,13.0,6.0,7.0,176.0,201.0,28.0,55.0,1215.0,1256.0,1558.0,1668.0,2.0,350,03630023753980,N71f,794684.0,N,N71,7.0
Buiksloterham,BU03637106,180.0,65.0,10.0,80.0,25.0,5.0,45.0,45.0,30.0,5.0,5.0,5.0,182.0,68.0,25.0,60.0,24.0,5.0,3.0,2.0,28.0,5.0,6.0,41.0,78.0,167.0,9.0,52.0,8.0,22.0,71.0,160.0,39.0,172.0,29.0,66.0,226.0,617.0,3.0,351,03630023753955,N71g,658687.0,N,N71,5.0
Nieuwendammerdijk Oost,BU03636403,360.0,100.0,45.0,75.0,100.0,50.0,75.0,10.0,0.0,0.0,5.0,5.0,361.0,118.0,30.0,64.0,99.0,50.0,6.0,1.0,0.0,2.0,2.0,74.0,99.0,216.0,57.0,146.0,,5.0,58.0,144.0,102.0,258.0,28.0,64.0,344.0,828.0,,322,03630000000653,N64d,79382.0,N,N64,1.0
Overhoeks,BU03637107,1365.0,175.0,85.0,585.0,340.0,190.0,255.0,230.0,15.0,15.0,50.0,30.0,1366.0,206.0,185.0,451.0,337.0,187.0,49.0,15.0,15.0,28.0,125.0,247.0,206.0,257.0,187.0,205.0,4.0,8.0,459.0,500.0,342.0,404.0,197.0,212.0,1391.0,1578.0,2.0,352,03630023753956,N71h,513250.0,N,N71,2.0
Bedrijventerrein Hamerstraat,BU03637200,290.0,15.0,60.0,175.0,35.0,10.0,130.0,75.0,0.0,0.0,10.0,5.0,291.0,27.0,130.0,90.0,33.0,11.0,7.0,1.0,1.0,6.0,61.0,128.0,40.0,226.0,17.0,130.0,3.0,57.0,103.0,364.0,45.0,330.0,140.0,265.0,345.0,1315.0,,337,03630000000691,N72a,499349.0,N,N72,3.0
Zamenhofstraat e.o.,BU03637201,10.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,29.0,0.0,12.0,,1.0,2.0,44.0,2.0,50.0,0.0,28.0,4.0,163.0,,338,03630000000692,N72b,390017.0,N,N72,
Bedrijventerrein Nieuwendammerdijk,BU03637202,25.0,5.0,0.0,10.0,10.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,25.0,5.0,1.0,7.0,10.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,5.0,2.0,2.0,,,7.0,7.0,10.0,10.0,1.0,1.0,25.0,25.0,,339,03630000000693,N72c,219240.0,N,N72,
Nieuwendammerdijk Zuid,BU03636404,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,33.0,143.0,7.0,89.0,,4.0,16.0,87.0,22.0,149.0,8.0,42.0,86.0,510.0,,323,03630000000654,N64e,182875.0,N,N64,1.0
Tuindorp Oostzaan West,BU03636500,1155.0,155.0,85.0,235.0,315.0,370.0,110.0,240.0,65.0,10.0,40.0,30.0,1157.0,192.0,104.0,177.0,315.0,369.0,40.0,11.0,63.0,30.0,93.0,111.0,184.0,245.0,343.0,419.0,30.0,33.0,171.0,244.0,309.0,396.0,105.0,129.0,1112.0,1433.0,4.0,308,03630000000655,N65a,181537.0,N,N65,9.0
Papaverweg e.o.,BU03637102,950.0,215.0,85.0,375.0,245.0,40.0,170.0,105.0,10.0,10.0,20.0,5.0,953.0,246.0,113.0,315.0,242.0,37.0,20.0,10.0,9.0,4.0,64.0,166.0,258.0,330.0,42.0,91.0,3.0,5.0,315.0,446.0,254.0,352.0,110.0,197.0,979.0,1416.0,1.0,348,03630000000689,N71c,695329.0,N,N71,5.0
Schellingwoude Noord,BU03637302,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,,,0.0,0.0,2.0,2.0,1.0,1.0,6.0,6.0,,353,03630000000696,N73c,368544.0,N,N73,
Schellingwoude West,BU03637300,70.0,15.0,10.0,15.0,30.0,10.0,10.0,5.0,0.0,0.0,5.0,0.0,71.0,19.0,7.0,8.0,30.0,7.0,6.0,0.0,0.0,0.0,0.0,10.0,43.0,100.0,20.0,44.0,,,31.0,52.0,73.0,130.0,11.0,25.0,178.0,351.0,,481,03630000000694,N73a,251127.0,N,N73,
Schellingwoude Oost,BU03637301,605.0,135.0,45.0,120.0,210.0,100.0,80.0,35.0,0.0,5.0,10.0,10.0,606.0,160.0,44.0,93.0,211.0,98.0,10.0,3.0,1.0,10.0,8.0,81.0,138.0,206.0,86.0,134.0,1.0,2.0,69.0,115.0,182.0,297.0,41.0,59.0,516.0,811.0,,482,03630000000695,N73b,921994.0,N,N73,
Nintemanterrein,BU03637400,115.0,30.0,5.0,25.0,30.0,25.0,20.0,5.0,0.0,0.0,0.0,0.0,115.0,35.0,4.0,22.0,31.0,23.0,0.0,0.0,0.0,0.0,5.0,18.0,19.0,52.0,28.0,52.0,,,18.0,29.0,23.0,61.0,5.0,11.0,93.0,205.0,,359,03630000000605,N74a,39008.0,N,N74,
Elzenhagen Zuid,BU03637401,345.0,30.0,65.0,160.0,75.0,25.0,50.0,155.0,25.0,5.0,30.0,20.0,348.0,38.0,131.0,83.0,73.0,23.0,30.0,6.0,23.0,18.0,78.0,49.0,54.0,87.0,27.0,71.0,11.0,17.0,88.0,133.0,86.0,132.0,131.0,174.0,386.0,597.0,,360,03630000000606,N74b,312694.0,N,N74,
Elzenhagen Noord,BU03637402,2390.0,635.0,235.0,760.0,575.0,190.0,355.0,760.0,145.0,30.0,190.0,135.0,2390.0,768.0,210.0,649.0,576.0,187.0,187.0,31.0,141.0,132.0,263.0,355.0,768.0,771.0,187.0,197.0,48.0,48.0,649.0,650.0,576.0,580.0,210.0,211.0,2390.0,2409.0,11.0,361,03630000000607,N74c,509174.0,N,N74,15.0
Kortenaerkwartier,BU03637500,2235.0,320.0,320.0,840.0,565.0,200.0,420.0,615.0,215.0,25.0,75.0,110.0,2240.0,441.0,510.0,525.0,566.0,198.0,75.0,23.0,213.0,111.0,196.0,415.0,358.0,817.0,165.0,370.0,77.0,211.0,425.0,1102.0,471.0,993.0,416.0,978.0,1835.0,4260.0,9.0,132,03630000000702,E75a,99512.0,E,E75,58.0
Filips van Almondekwartier,BU03637501,1095.0,145.0,125.0,515.0,235.0,80.0,220.0,270.0,100.0,20.0,20.0,30.0,1096.0,179.0,258.0,346.0,233.0,80.0,20.0,17.0,100.0,28.0,102.0,219.0,261.0,377.0,87.0,132.0,54.0,84.0,460.0,589.0,311.0,416.0,373.0,423.0,1492.0,1937.0,,133,03630000000703,E75b,45062.0,E,E75,57.0
De Wester Quartier,BU03637502,1830.0,290.0,235.0,745.0,415.0,150.0,320.0,800.0,280.0,25.0,95.0,180.0,1832.0,377.0,370.0,519.0,416.0,150.0,95.0,23.0,278.0,178.0,226.0,318.0,279.0,704.0,99.0,335.0,82.0,264.0,418.0,950.0,297.0,829.0,308.0,654.0,1401.0,3472.0,29.0,134,03630023753964,E75c,77480.0,E,E75,32.0
Van Brakelkwartier,BU03637503,1035.0,190.0,110.0,390.0,250.0,100.0,125.0,505.0,220.0,10.0,55.0,130.0,1039.0,242.0,167.0,282.0,247.0,101.0,53.0,7.0,220.0,130.0,96.0,122.0,341.0,503.0,150.0,241.0,150.0,184.0,374.0,648.0,355.0,566.0,235.0,413.0,1455.0,2371.0,,135,03630023753965,E75d,53599.0,E,E75,71.0
Buurt 3,BU03637600,6155.0,1300.0,700.0,2060.0,1430.0,670.0,840.0,3665.0,1450.0,55.0,320.0,1070.0,6162.0,1624.0,879.0,1559.0,1430.0,670.0,321.0,55.0,1451.0,1069.0,776.0,831.0,1570.0,2034.0,643.0,783.0,614.0,901.0,1503.0,2024.0,1375.0,1796.0,860.0,1237.0,5951.0,7874.0,125.0,143,03630000000704,F76a,700013.0,F,F76,216.0
Buurt 2,BU03637601,3185.0,620.0,455.0,1105.0,740.0,275.0,370.0,2280.0,1040.0,35.0,200.0,590.0,3193.0,829.0,534.0,818.0,739.0,273.0,203.0,32.0,1041.0,587.0,421.0,365.0,852.0,1196.0,286.0,517.0,511.0,701.0,840.0,1223.0,758.0,1129.0,526.0,827.0,3262.0,4892.0,83.0,144,03630000000705,F76b,315059.0,F,F76,164.0
Slotermeer Zuid,BU03637700,3365.0,535.0,360.0,1265.0,740.0,475.0,415.0,2050.0,990.0,40.0,165.0,420.0,3372.0,653.0,695.0,812.0,740.0,472.0,165.0,41.0,986.0,420.0,437.0,414.0,679.0,1037.0,540.0,652.0,488.0,639.0,851.0,1209.0,768.0,1124.0,730.0,1202.0,3568.0,5224.0,33.0,145,03630000000706,F77a,434299.0,F,F77,54.0
Noordoever Sloterplas,BU03637701,3205.0,540.0,435.0,1090.0,790.0,360.0,515.0,1315.0,440.0,35.0,170.0,295.0,3208.0,702.0,598.0,761.0,788.0,359.0,167.0,35.0,439.0,296.0,378.0,511.0,660.0,865.0,374.0,467.0,178.0,267.0,722.0,974.0,783.0,962.0,587.0,903.0,3126.0,4171.0,10.0,146,03630000000707,F77b,402120.0,F,F77,46.0
Buurt 4 Oost,BU03637702,3645.0,670.0,470.0,1215.0,820.0,475.0,640.0,2055.0,725.0,35.0,200.0,635.0,3650.0,869.0,619.0,871.0,818.0,473.0,197.0,35.0,721.0,636.0,470.0,634.0,904.0,1138.0,432.0,555.0,360.0,515.0,897.0,1097.0,828.0,1040.0,647.0,780.0,3708.0,4610.0,64.0,147,03630000000708,F77c,359201.0,F,F77,111.0
Buurt 5 Noord,BU03637703,3780.0,840.0,585.0,1200.0,845.0,315.0,265.0,3075.0,1575.0,25.0,215.0,815.0,3780.0,1120.0,608.0,891.0,845.0,316.0,216.0,23.0,1573.0,811.0,447.0,265.0,1118.0,1365.0,312.0,415.0,711.0,856.0,878.0,1090.0,841.0,1058.0,586.0,706.0,3735.0,4634.0,89.0,88,03630000000864,F77d,231476.0,F,F77,134.0
Sloterpark,BU03637704,50.0,5.0,15.0,25.0,5.0,0.0,20.0,25.0,0.0,0.0,5.0,20.0,50.0,11.0,22.0,14.0,3.0,0.0,2.0,0.0,0.0,19.0,2.0,19.0,51.0,209.0,4.0,123.0,,37.0,46.0,231.0,28.0,253.0,35.0,133.0,164.0,949.0,2.0,434,03630000000858,F77e,1061666.0,F,F77,35.0
Buurt 5 Zuid,BU03637705,3925.0,860.0,525.0,1310.0,810.0,420.0,360.0,2665.0,1265.0,25.0,175.0,780.0,3928.0,1130.0,682.0,883.0,811.0,422.0,171.0,24.0,1265.0,779.0,430.0,355.0,1100.0,1343.0,413.0,517.0,515.0,655.0,869.0,1013.0,791.0,1003.0,675.0,795.0,3848.0,4671.0,100.0,150,03630000000863,F77f,320554.0,F,F77,146.0
Buurt 6,BU03637800,3060.0,670.0,445.0,940.0,690.0,325.0,280.0,2095.0,905.0,30.0,170.0,615.0,3066.0,890.0,517.0,646.0,690.0,323.0,167.0,28.0,904.0,616.0,385.0,276.0,851.0,1409.0,313.0,425.0,328.0,524.0,624.0,1114.0,663.0,1001.0,489.0,910.0,2940.0,4859.0,54.0,151,03630000000859,F78a,271044.0,F,F78,153.0
Buurt 7,BU03637801,2805.0,705.0,360.0,855.0,540.0,355.0,335.0,1695.0,675.0,10.0,105.0,730.0,2808.0,877.0,404.0,635.0,540.0,352.0,102.0,11.0,674.0,728.0,180.0,331.0,868.0,1182.0,351.0,510.0,284.0,419.0,612.0,882.0,559.0,762.0,427.0,640.0,2817.0,3976.0,59.0,152,03630000000434,F78b,297811.0,F,F78,216.0
Buurt 8,BU03637802,4100.0,880.0,560.0,1570.0,755.0,345.0,590.0,2790.0,925.0,40.0,260.0,1060.0,4102.0,1134.0,772.0,1100.0,754.0,342.0,257.0,41.0,922.0,1056.0,515.0,586.0,971.0,1544.0,338.0,419.0,345.0,547.0,968.0,1414.0,687.0,1002.0,707.0,987.0,3671.0,5366.0,127.0,153,03630000000435,F78c,268501.0,F,F78,233.0
