index,Buurtcode,ois_totalpop,ois_children,ois_students,ois_mobadults,ois_nmobadults,ois_elderly,ois_sur,ois_ant,ois_mar,ois_tur,ois_wester,ois_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobadults,ois_gc1_2018_mobadults,ois_gc_2018_nmobadults,ois_gc1_2018_nmobadults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_sur,ois_gc1_2018_sur,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,ois_gc1_2018_tur,Buurtnaam,Wijkcode,Stadsdeelc,Oppervlakt,BuurtID,sdnaam,gebiedcode,gebiednaam,totalpop,Children,Students,MobileAdul,NotMobileA,Elderly,l10_sur,l10_ant,l10_tur,l10_mar,l10_wester,l10_nonwes,autoch,ois_gc2_l1_totalpop,ois_gc2_l2_children,ois_gc2_l3_students,ois_gc2_l4_mobile_adults,ois_gc2_l5_not_mobile_adults,ois_gc2_l6_elderly,ois_gc2_tur,ois_gc2_mar,ois_gc2_ant,ois_gc2_sur
63,A09f,1379,352,221,287,400,119,43,8,69,19,148,353,302,443,63,137,23,43,250,388,323,471,216,271,17,28,1154,1710,10,63,14,Het Funen,A09,A,91819,3.63E+12,A Centrum,A09f Het Funen,Het Funen,1379,352,221,287,400,119,43,8,19,69,148,353,739,1217.795047,319.0881586,210.3663804,263.3398337,339.8116035,85.18907078,9.970456859,27.77912846,1.515780254,17.88326648
64,A09h,960,100,184,198,301,177,45,8,37,18,81,197,97,220,170,284,19,41,176,472,294,523,135,367,23,42,872,1866,11,64,29,Kazernebuurt,A09,A,66064,3.63E+12,A Centrum,A09h Kazernebuurt,Kazernebuurt,960,100,184,198,301,177,45,8,18,37,81,197,574,817.0327623,89.3018488,132.0460836,166.1754467,275.5767337,153.9326495,9.704324306,18.30969011,5.668493887,22.63253713
65,A09i,2810,360,357,559,998,536,74,15,52,20,239,635,353,505,564,762,32,59,571,810,1020,1328,374,667,48,71,2882,4072,10,65,19,Kadijken,A09,A,218226,3.63002E+12,A Centrum,A09i Kadijken,Kadijken,2810,360,357,559,998,536,74,15,20,52,239,635,1775,2745.419644,341.972239,379.7121622,552.3194996,947.2579539,524.1577891,9.856162931,32.67013915,9.046774491,45.68108763
66,E13a,2084,419,343,572,526,224,164,21,220,33,279,414,404,485,212,297,110,120,554,666,488,734,330,408,106,124,1988,2590,17,66,17,Zeeheldenbuurt,E13,E,103332,3.63E+12,E West,E13a Zeeheldenbuurt,Zeeheldenbuurt,2084,419,343,572,526,224,164,21,33,220,279,414,953,1856.225066,379.0531233,309.0306289,514.2653085,458.9639514,194.9120536,15.15850594,101.8427053,7.386340451,100.7356146
67,E13d,1672,234,255,478,341,364,108,27,67,31,169,337,248,448,363,536,43,109,439,922,355,742,210,524,102,153,1615,3172,20,67,44,Spaarndammerbuurt Zuidwest,E13,E,75810,3.63E+12,E West,E13d Spaarndammerbuurt Zuidwest,Spaarndammerbuurt Zuidwest,1672,234,255,478,341,364,108,27,31,67,169,337,933,1606.244101,238.4745293,223.1357684,436.0114957,355.3375665,353.2847409,20.16673,46.3383292,17.50815107,95.69707759
68,B10a,31,4,12,5,8,2,0,0,1,2,6,7,34,165,10,28,1,2,80,287,51,148,64,121,1,5,239,749,2,68,5,Coenhaven/Mercuriushaven,B10,B,3022440,3.63E+12,B Westpoort,B10a Coenhaven/Mercuriushaven,Coenhaven/Mercuriushaven,31,4,12,5,8,2,0,0,2,1,6,7,15,245.7743708,44.37762194,55.4337773,87.16627758,48.33354417,10.46314984,2.304758322,1.225680597,0.82727384,1.132032162
69,B10b,9,0,2,6,0,1,0,0,0,0,4,4,0,0,1,3,,2,6,20,0,41,2,6,,13,9,70,,69,1,Alfa-driehoek,B10,B,406237,3.63E+12,B Westpoort,B10b Alfa-driehoek,Alfa-driehoek,9,0,2,6,0,1,0,0,0,0,4,4,1,15.7931088,0,2.417936282,7.549312877,4.677445061,1.148414576,0.134760853,0.208968141,0.687457988,1.328016134
70,B10c,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,,,0,3,1,2,0,0,,1,1,8,,70,,Petroleumhaven,B10,B,3217146,3.63E+12,B Westpoort,B10c Petroleumhaven,Petroleumhaven,1,0,0,0,1,0,0,0,0,0,0,1,0,2.299848824,0,0,0.557078068,1.185692689,0.557078068,,,,0.185692689
71,B10d,27,1,7,8,6,5,2,0,1,1,2,2,1,4,5,6,,,8,10,6,8,7,7,1,6,27,35,1,71,1,Westhaven Noord,B10,B,5696140,3.63E+12,B Westpoort,B10d Westhaven Noord,Westhaven Noord,27,1,7,8,6,5,2,0,1,1,2,2,19,27.60428293,1.73792254,7,7.934870293,6.306255671,4.625234423,1,,,2.044178211
72,B10e,9,0,1,3,5,0,1,0,0,0,0,2,0,0,0,0,,,0,0,0,0,1,1,,,1,1,,72,,Vervoerscentrum,B10,B,700345,3.63E+12,B Westpoort,B10e Vervoerscentrum,Vervoerscentrum,9,0,1,3,5,0,1,0,0,0,0,2,6,1,0,1,0,0,0,,,,
73,B10f,83,4,6,22,46,5,0,0,0,2,8,32,4,4,5,5,,,22,22,46,46,6,6,,,83,83,2,73,2,Amerikahaven,B10,B,10121371,3.63E+12,B Westpoort,B10f Amerikahaven,Amerikahaven,83,4,6,22,46,5,0,0,2,0,8,32,41,83,4,6,22,46,5,2,,,
74,B10g,6,1,1,0,2,2,0,0,0,0,0,0,1,1,1,1,,,0,0,2,2,1,1,,,5,5,,74,,Afrikahaven,B10,B,5357897,3.63E+12,B Westpoort,B10g Afrikahaven,Afrikahaven,6,1,1,0,2,2,0,0,0,0,0,0,6,5,1,1,0,2,1,,,,
75,B10h,11,3,2,3,2,1,5,0,0,0,0,2,3,3,1,1,,,3,3,2,4,2,2,5,5,11,13,,75,,Westhaven Zuid,B10,B,469951,3.63002E+12,B Westpoort,B10h Westhaven Zuid,Westhaven Zuid,11,3,2,3,2,1,5,0,0,0,0,2,4,7.970989802,2.26207746,1.083786153,2.049944716,1.757493964,0.817687509,,,,3.7701291
76,K59b,,,,,,,,,,,,,2,46,1,87,,,3,35,2,82,0,35,,4,8,285,,76,2,Beatrixpark,K59,K,166607,3.63E+12,K Zuid,K59b Beatrixpark,Beatrixpark,,,,,,,,,,,,,,60.20251787,10.38602771,6.911378569,6.458733801,17.53416939,18.9122084,0.304260429,,0.305488039,0.123327434
77,E13c,1013,151,161,285,278,138,75,10,67,21,96,203,145,248,126,211,36,50,276,530,277,448,176,278,28,60,1000,1715,12,77,22,Spaarndammerbuurt Zuidoost,E13,E,56724,3.63E+12,E West,E13c Spaarndammerbuurt Zuidoost,Spaarndammerbuurt Zuidoost,1013,151,161,285,278,138,75,10,21,67,96,203,541,868.7658456,122.2993211,145.3980537,242.936893,242.0208108,116.110767,10.03425881,26.79134662,7.717189403,26.60137949
78,K90e,67,7,9,8,28,15,1,0,0,0,4,14,8,27,34,61,,1,17,43,39,82,10,20,1,2,108,233,,78,4,Amsterdamse Bos,K90,K,1317032,3.63E+12,K Zuid,K90e Amsterdamse Bos,Amsterdamse Bos,67,7,9,8,28,15,1,0,0,0,4,14,48,135.0652841,14.11953356,12.82372017,22.95522694,49.24733572,35.91946774,1.28782659,0.286844797,,1.427292198
79,E13g,,,,,,,,,,,,,8,256,11,315,,56,39,587,11,519,16,340,4,64,85,2017,1,79,42,Westergasfabriek,E13,E,255109,3.63E+12,E West,E13g Westergasfabriek,Westergasfabriek,,,,,,,,,,,,,,215.7977244,26.76273519,37.49462912,74.82880606,47.02460656,29.68694743,4.658595749,5.537665855,1.353286858,7.470578931
80,E14a,1382,215,249,410,348,160,47,14,95,39,157,285,182,288,157,275,53,76,348,570,316,553,209,324,23,55,1212,2010,14,80,24,De Wittenbuurt Noord,E14,E,74630,3.63E+12,E West,E14a De Wittenbuurt Noord,De Wittenbuurt Noord,1382,215,249,410,348,160,47,14,39,95,157,285,745,1334.736384,202.5674542,224.2698061,388.603247,346.6263995,172.6694774,16.69358422,55.60064624,7.63792991,31.84216111
81,E14b,885,105,137,159,325,159,46,7,69,7,109,178,135,377,190,428,46,115,223,629,431,841,182,396,39,87,1161,2671,12,81,39,De Wittenbuurt Zuid,E14,E,46305,3.63E+12,E West,E14b De Wittenbuurt Zuid,De Wittenbuurt Zuid,885,105,137,159,325,159,46,7,7,69,109,178,469,930.2260716,113.3254058,149.3833769,183.1803177,338.3373266,145.9996446,8.755323218,33.4621651,3.421891113,27.40586924
82,E14c,1208,150,166,244,364,284,95,10,108,33,175,216,160,382,225,428,50,119,267,701,348,758,171,428,67,120,1171,2697,18,82,59,Staatsliedenbuurt Noordoost,E14,E,68171,3.63E+12,E West,E14c Staatsliedenbuurt Noordoost,Staatsliedenbuurt Noordoost,1208,150,166,244,364,284,95,10,33,108,175,216,571,1190.404263,160.6912707,172.7084109,265.3542807,356.0545608,235.5957399,22.05998885,52.82115731,7.768974539,70.26988718
83,E14d,3724,551,650,1275,993,255,198,31,246,112,406,917,548,781,304,490,116,167,1236,1781,979,1497,638,923,121,174,3705,5472,72,83,92,Fannius Scholtenbuurt,E14,E,111015,3.63E+12,E West,E14d Fannius Scholtenbuurt,Fannius Scholtenbuurt,3724,551,650,1275,993,255,198,31,112,246,406,917,1814,3662.962145,543.6326072,619.3593028,1226.676838,973.5486647,299.7447326,65.78672082,114.893472,13.23270681,115.6904268
84,E14e,2875,421,562,1116,665,111,92,27,164,29,351,747,428,831,109,266,86,185,1021,1737,636,1376,494,965,56,131,2688,5175,20,84,53,Westerstaatsman,E14,E,100239,3.63E+12,E West,E14e Westerstaatsman,Westerstaatsman,2875,421,562,1116,665,111,92,27,29,164,351,747,1465,2883.794353,455.0917763,549.4845769,1039.234947,717.482851,122.5002013,21.85513067,101.1701609,11.86485925,66.11036451
85,E14f,3088,536,474,953,841,284,119,31,199,58,282,677,527,722,274,366,103,133,1021,1451,844,1212,493,747,76,99,3159,4498,35,85,55,Buyskade e.o.,E14,E,130460,3.63E+12,E West,E14f Buyskade e.o.,Buyskade e.o.,3088,536,474,953,841,284,119,31,58,199,282,677,1722,2945.33334,496.9709342,451.8448068,943.827353,792.5572646,260.1329817,31.00185901,92.14781943,13.86854981,68.33457586
86,E15a,1347,301,190,221,523,112,52,13,104,19,133,247,199,428,77,150,30,85,211,540,386,743,199,374,26,56,1072,2235,10,86,17,Ecowijk,E15,E,65842,3.63E+12,E West,E15a Ecowijk,Ecowijk,1347,301,190,221,523,112,52,13,19,104,133,247,779,1126.17839,217.0552865,185.6915093,238.0451387,396.1086258,89.2778296,10.77458315,37.29305565,3.878025011,26.32676041
87,E15b,15,4,0,3,4,4,0,0,0,0,0,5,30,157,8,54,,8,40,330,16,197,18,192,,15,112,930,3,87,11,Markthallen,E15,E,283073,3.63E+12,E West,E15b Markthallen,Markthallen,15,4,0,3,4,4,0,0,0,0,0,5,10,203.6678332,39.76521507,38.8126435,71.30869186,41.46123889,12.32004385,3.829856073,0.794535523,0.149374315,1.594617571
88,F77d,3780,1120,608,891,845,316,216,23,1573,811,447,265,1118,1365,312,415,711,856,878,1090,841,1058,586,706,141,176,3735,4634,389,88,472,Buurt 5 Noord,F77,F,231476,3.63E+12,F Nieuw-West,F77d Buurt 5  Noord,Buurt 5  Noord,3780,1120,608,891,845,316,216,23,811,1573,447,265,445,3629.592796,1076.916179,565.441548,863.1596711,814.2402958,309.8351029,376.8761215,683.8685771,15.58822455,137.8862496
89,T94f,2420,605,584,525,556,150,598,105,103,14,955,211,511,969,124,205,33,51,410,745,474,859,509,782,327,681,2028,3560,6,89,11,K-buurt Midden,T94,T,160343,3.63E+12,T Zuidoost,T94f K-buurt Midden,K-buurt Midden,2420,605,584,525,556,150,598,105,14,103,955,211,434,2036.856772,503.7649949,529.026175,427.5863984,457.2140324,119.2651715,6.610637428,32.15497744,69.93719341,346.4734414
90,E15d,1052,130,220,294,265,143,53,10,102,32,133,219,121,228,146,291,53,81,264,501,269,502,203,348,38,55,1003,1870,18,90,31,Marcanti,E15,E,71831,3.63E+12,E West,E15d Marcanti,Marcanti,1052,130,220,294,265,143,53,10,32,102,133,219,503,990.4823239,122.7632367,203.7771705,266.5534504,262.8744388,134.5140275,18.46757312,48.29779616,3.305093818,34.26475071
91,E16a,3848,522,810,1186,910,420,80,36,213,62,370,957,592,796,446,691,114,158,1307,1898,1035,1655,898,1315,76,124,4278,6355,40,91,56,Frederik Hendrikbuurt Noord,E16,E,212377,3.63E+12,E West,E16a Frederik Hendrikbuurt Noord,Frederik Hendrikbuurt Noord,3848,522,810,1186,910,420,80,36,62,213,370,957,2130,4034.252448,546.7138549,849.020289,1234.679909,974.858308,428.9800866,35.3926984,106.479987,12.67962426,73.66633742
92,E16b,3252,364,698,1124,761,305,104,38,191,71,393,746,365,582,305,518,107,163,1076,1604,744,1209,713,1047,64,96,3203,4960,42,92,54,Frederik Hendrikbuurt Zuidoost,E16,E,124677,3.63E+12,E West,E16b Frederik Hendrikbuurt Zuidoost,Frederik Hendrikbuurt Zuidoost,3252,364,698,1124,761,305,104,38,71,191,393,746,1709,3059.464278,353.0688676,654.7880962,1028.102291,718.9114423,304.5935806,37.81529148,100.6984741,21.81258165,60.88668501
93,E16c,1214,149,149,245,404,267,38,6,94,19,88,234,114,418,265,514,48,135,249,1222,360,993,125,712,25,80,1113,3859,12,93,44,Frederik Hendrikbuurt Zuidwest,E16,E,84194,3.63E+12,E West,E16c Frederik Hendrikbuurt Zuidwest,Frederik Hendrikbuurt Zuidwest,1214,149,149,245,404,267,38,6,19,94,88,234,735,1376.476892,141.2108937,204.9774606,339.6091648,414.9659356,275.7134369,16.49954032,52.64718362,7.205352854,31.15819972
94,E17a,4643,577,958,1412,1121,575,133,46,133,69,369,1202,613,862,591,868,80,118,1473,2319,1173,1570,1001,1578,78,109,4851,7197,49,94,78,Da Costabuurt Noord,E17,E,258511,3.63E+12,E West,E17a Da Costabuurt Noord,Da Costabuurt Noord,4643,577,958,1412,1121,575,133,46,69,133,369,1202,2691,4795.002643,600.1038169,995.1064879,1479.281823,1139.333882,581.1766331,53.88125571,85.21275978,20.74346113,75.7929593
95,E18a,2729,358,578,836,706,251,125,29,212,88,250,523,353,637,253,413,119,167,797,1496,704,1121,558,1021,79,112,2665,4688,47,95,86,Bellamybuurt Noord,E18,E,110045,3.63E+12,E West,E18a Bellamybuurt Noord,Bellamybuurt Noord,2729,358,578,836,706,251,125,29,88,212,250,523,1502,2675.916352,361.5629278,565.9081629,802.6897104,694.7567936,250.9987578,47.98231181,110.5258565,9.772650369,75.9075702
96,E18b,3799,502,956,1308,755,278,136,39,189,109,371,937,507,880,290,630,104,267,1259,2218,768,1508,840,1587,79,209,3664,6823,77,96,155,Bellamybuurt Zuid,E18,E,163807,3.63E+12,E West,E18b Bellamybuurt Zuid,Bellamybuurt Zuid,3799,502,956,1308,755,278,136,39,109,189,371,937,2018,3767.232329,509.6252646,876.0604659,1266.889972,794.7121042,319.9445224,82.29186314,124.657348,22.0388334,96.41576799
97,E19a,2254,254,605,777,443,175,67,20,67,36,234,625,234,478,164,506,33,81,771,1253,410,857,623,1079,33,82,2202,4173,26,97,49,Da Costabuurt Zuid,E19,E,88421,3.63E+12,E West,E19a Da Costabuurt Zuid,Da Costabuurt Zuid,2254,254,605,777,443,175,67,20,36,67,234,625,1205,2167.64334,235.6004049,606.6891285,730.5725686,419.8497597,174.931478,24.18247005,34.02158193,10.23527978,35.09322757
98,E19b,2877,393,439,591,830,624,255,26,409,156,390,476,400,775,626,877,217,321,759,1492,865,1441,602,1160,200,248,3252,5745,108,98,140,Borgerbuurt,E19,E,124854,3.63E+12,E West,E19b Borgerbuurt,Borgerbuurt,2877,393,439,591,830,624,255,26,156,409,390,476,1165,2891.229558,367.9948888,514.6448434,654.3950413,779.6688206,574.5259642,88.20895829,191.5863902,15.18174742,176.4993386
99,E19c,1899,232,370,639,484,174,89,20,136,58,223,429,237,503,152,345,71,134,603,1411,459,982,334,816,53,89,1785,4057,27,99,70,Lootsbuurt,E19,E,74400,3.63E+12,E West,E19c Lootsbuurt,Lootsbuurt,1899,232,370,639,484,174,89,20,58,136,223,429,944,1853.993924,236.5505631,343.6043769,619.9334061,489.5700544,164.3355236,31.6798849,75.71898281,11.68889937,56.58431211
100,E20a,2639,442,607,774,562,254,39,23,21,21,197,738,422,598,254,472,8,18,741,1119,543,826,579,863,22,35,2539,3878,18,100,24,Helmersbuurt Oost,E20,E,112521,3.63E+12,E West,E20a Helmersbuurt Oost,Helmersbuurt Oost,2639,442,607,774,562,254,39,23,21,21,197,738,1600,2595.801237,423.8388255,596.8565659,755.4064391,543.9193059,275.7801009,17.03323577,9.557529602,12.08630496,22.33612094
101,E20b,2517,341,423,547,779,427,98,27,60,40,192,608,382,846,441,875,32,84,560,1327,813,1577,419,950,62,130,2615,5575,24,101,69,WG-terrein,E20,E,167819,3.63E+12,E West,E20b WG-terrein,WG-terrein,2517,341,423,547,779,427,98,27,40,60,192,608,1492,2685.101165,393.8692308,427.2719127,576.0721453,838.4953608,449.3925156,26.96712593,31.26873043,14.71019401,67.35680143
102,E20c,2305,356,495,748,548,158,41,25,22,19,201,629,350,560,164,325,17,37,700,1197,543,952,415,768,28,63,2172,3802,13,102,34,Cremerbuurt Oost,E20,E,68945,3.63E+12,E West,E20c Cremerbuurt Oost,Cremerbuurt Oost,2305,356,495,748,548,158,41,25,19,22,201,629,1368,2117.15768,335.613268,415.6235699,704.4216921,511.2620265,150.2371237,15.29507581,15.82522279,10.10571309,27.0055543
103,E21a,5712,751,1328,1994,1223,416,103,45,119,92,486,1591,743,1096,410,663,66,86,1953,2843,1196,1776,1327,1962,45,77,5629,8340,66,103,100,Cremerbuurt West,E21,E,205992,3.63E+12,E West,E21a Cremerbuurt West,Cremerbuurt West,5712,751,1328,1994,1223,416,103,45,92,119,486,1591,3276,5729.162158,752.0482012,1352.896881,1983.050832,1213.308588,427.8576556,67.88142944,64.58267988,25.42235951,46.07513664
104,K91d,12,1,4,1,3,3,0,0,0,0,5,1,0,37,3,85,,1,1,42,1,56,2,37,,10,7,257,,104,3,Amstelpark,K91,K,619799,3.63E+12,K Zuid,K91d Amstelpark,Amstelpark,12,1,4,1,3,3,0,0,0,0,5,1,6,53.048711,6.344775458,8.936829803,7.55158637,11.83065922,18.38486015,0.522884394,0.174301154,0.244045848,1.812718097
105,E36b,97,4,18,26,46,3,13,6,2,2,18,27,4,11,3,5,2,2,26,34,46,54,18,19,13,14,97,123,1,105,1,Bedrijventerrein Sloterdijk I,E36,E,681365,3.63002E+12,E West,E36b Bedrijventerrein Sloterdijk I,Bedrijventerrein Sloterdijk I,97,4,18,26,46,3,13,6,2,2,18,27,29,93.37662424,4.838232373,17.66490659,25.52647317,42.15751942,3.189492688,0.865239147,1.791031859,5.312542012,11.75482674
106,E37a,553,36,229,210,45,33,15,5,21,21,77,145,125,320,62,150,57,167,349,576,148,337,296,408,34,96,980,1791,25,106,79,Bedrijventerrein Landlust,E37,E,140045,3.63E+12,E West,E37a Bedrijventerrein Landlust,Bedrijventerrein Landlust,553,36,229,210,45,33,15,5,21,21,77,145,269,715.0988793,84.55219112,224.8873422,254.4053331,103.7627695,47.4912434,17.31965165,39.19437663,2.408460097,22.50386941
107,E37c,5779,1194,1377,1507,1231,470,250,38,1233,979,622,877,1209,1684,491,676,619,811,1589,2413,1249,1696,1462,2179,154,208,6000,8648,566,107,691,Bosleeuw,E37,E,342857,3.63E+12,E West,E37c Bosleeuw,Bosleeuw,5779,1194,1377,1507,1231,470,250,38,979,1233,622,877,1780,5753.374817,1174.198588,1410.538839,1504.355802,1198.438963,465.8426245,536.7985126,606.3669938,22.46086782,152.2583687
108,E37d,3934,708,673,1414,793,346,170,41,561,197,394,677,619,1172,277,569,210,440,1269,2072,694,1272,611,1161,93,178,3470,6246,91,108,200,Landlust Zuid,E37,E,216862,3.63E+12,E West,E37d Landlust Zuid,Landlust Zuid,3934,708,673,1414,793,346,170,41,197,561,394,677,1894,3876.003522,701.6360139,693.613139,1372.256246,779.5085574,328.9895658,114.3743317,248.5838355,19.49906418,109.5485102
109,E37e,1951,449,357,564,448,133,80,16,251,99,190,398,483,915,196,370,150,312,585,1389,482,974,356,923,56,88,2102,4571,68,109,174,Erasmusparkbuurt Oost,E37,E,90685,3.63E+12,E West,E37e Erasmusparkbuurt Oost,Erasmusparkbuurt Oost,1951,449,357,564,448,133,80,16,99,251,190,398,917,1809.350478,402.2852593,321.9609448,531.024492,404.1435919,149.93619,55.19097444,122.3046889,8.270167731,42.34314974
110,E21b,2205,325,477,634,486,283,63,17,13,18,172,550,277,547,248,441,4,23,509,1137,420,844,420,922,19,32,1874,3891,11,110,28,Vondelparkbuurt West,E21,E,102613,3.63E+12,E West,E21b Vondelparkbuurt West,Vondelparkbuurt West,2205,325,477,634,486,283,63,17,18,13,172,550,1372,1954.07977,294.5783493,433.2409408,548.3005538,437.0191106,240.9408157,10.13533681,3.680122298,5.862871801,18.57727237
111,E22b,903,163,113,168,255,204,26,12,33,9,67,218,172,373,204,361,13,27,221,632,273,633,172,481,15,34,1042,2480,10,111,24,Vondelparkbuurt Midden,E22,E,91081,3.63E+12,E West,E22b Vondelparkbuurt Midden,Vondelparkbuurt Midden,903,163,113,168,255,204,26,12,9,33,67,218,538,958.297726,161.1270542,155.680906,202.298788,251.7324833,187.4584945,8.429608212,11.58011407,6.459609172,13.48880912
112,K54e,45,9,5,9,12,10,0,0,0,0,3,5,10,41,14,42,,,12,26,9,54,5,13,,1,50,176,,112,,Zorgvlied,K54,K,320982,3.63E+12,K Zuid,K54e Zorgvlied,Zorgvlied,45,9,5,9,12,10,0,0,0,0,3,5,37,69.72068265,15.75058312,6.132337063,12.97406396,19.34022248,15.52347603,,,,0.246183167
113,E37g,2402,481,503,764,471,183,144,28,498,227,267,336,488,716,181,282,215,296,747,1195,450,687,499,797,103,141,2365,3677,127,113,170,Landlust Noord,E37,E,98029,3.63002E+12,E West,E37g Landlust Noord,Landlust Noord,2402,481,503,764,471,183,144,28,227,498,267,336,902,2364.453117,483.5660007,491.8395542,753.6293342,454.7482818,180.6699464,127.7473928,219.4479661,23.30693382,106.1249071
114,E38c,4106,629,948,1481,719,329,95,38,337,313,362,857,714,1097,365,613,234,327,1601,2365,854,1330,978,1596,66,126,4512,7001,219,114,319,Erasmusparkbuurt West,E38,E,336209,3.63002E+12,E West,E38c Erasmusparkbuurt West,Erasmusparkbuurt West,4106,629,948,1481,719,329,95,38,313,337,362,857,2104,4629.213538,725.7236267,1030.378774,1625.197453,867.6846278,380.2290577,222.4205285,226.1375466,17.85013822,68.5292763
115,E38d,1781,288,434,567,351,141,51,9,226,196,136,294,254,420,117,217,97,163,481,896,312,517,341,670,37,58,1505,2720,89,115,161,Robert Scottbuurt Oost,E38,E,68866,3.63002E+12,E West,E38d Robert Scottbuurt Oost,Robert Scottbuurt Oost,1781,288,434,567,351,141,51,9,196,226,136,294,869,1515.831445,245.07242,364.8206412,490.0387717,298.3524451,117.5471672,88.45653793,89.91334697,4.25899655,34.38481177
116,E39a,2095,263,811,444,329,248,112,22,308,190,276,326,267,497,241,444,146,271,444,840,341,659,869,1274,68,119,2162,3714,117,116,225,Robert Scottbuurt West,E39,E,148464,3.63E+12,E West,E39a Robert Scottbuurt West,Robert Scottbuurt West,2095,263,811,444,329,248,112,22,190,308,276,326,861,2220.519511,275.6156612,873.5591091,457.7532817,354.8907664,258.7006929,123.9614538,159.8124495,11.64461072,68.08532885
117,E39b,2229,502,694,644,253,136,138,36,379,149,317,414,505,767,136,185,141,203,651,936,255,420,727,1207,76,111,2274,3515,74,117,121,Laan van Spartaan,E39,E,165772,3.63E+12,E West,E39b Laan van Spartaan,Laan van Spartaan,2229,502,694,644,253,136,138,36,149,379,317,414,796,2282.12636,526.2650087,720.1256442,644.8262031,261.7130513,129.1964531,75.87723603,141.6794795,18.27264582,76.67223063
118,E39c,2082,451,476,577,386,192,105,13,554,354,172,261,424,615,198,241,259,315,559,861,370,503,422,623,69,92,1973,2843,183,118,242,Kolenkitbuurt Zuid,E39,E,127939,3.63E+12,E West,E39c Kolenkitbuurt Zuid,Kolenkitbuurt Zuid,2082,451,476,577,386,192,105,13,354,554,172,261,623,1939.674783,419.0409641,423.8676711,553.6444574,355.0351259,188.0865645,179.4706882,251.2556888,9.428788875,64.59255126
119,E40a,1701,143,470,697,258,133,28,7,22,22,121,469,150,369,141,287,22,100,704,1167,273,713,474,798,20,77,1742,3334,17,119,52,Geuzenhofbuurt,E40,E,93671,3.63E+12,E West,E40a Geuzenhofbuurt,Geuzenhofbuurt,1701,143,470,697,258,133,28,7,22,22,121,469,1032,1768.49078,153.4222071,471.4335479,702.9859563,294.0727687,146.5762999,19.7152902,30.8335427,4.756166593,26.55008986
120,E40b,3203,539,835,980,577,272,96,26,138,101,239,687,554,799,285,462,67,107,1082,1791,610,988,897,1493,59,91,3428,5533,57,120,83,Trompbuurt,E40,E,123086,3.63E+12,E West,E40b Trompbuurt,Trompbuurt,3203,539,835,980,577,272,96,26,101,138,239,687,1916,3250.228488,536.8095887,837.1578641,1024.841995,588.6573468,262.7616936,53.217878,63.05993507,16.21937694,52.29927643
121,E40c,1913,331,428,549,437,168,95,17,158,71,245,381,260,695,141,325,49,122,439,1179,360,835,342,976,59,100,1542,4010,32,121,78,Pieter van der Doesbuurt,E40,E,74954,3.63E+12,E West,E40c Pieter van der Doesbuurt,Pieter van der Doesbuurt,1913,331,428,549,437,168,95,17,71,158,245,381,946,1891.403726,327.1018705,425.8933087,534.9424911,431.7364198,171.7296355,38.54610677,64.77159362,8.259188712,66.62172611
122,E41a,1930,281,429,609,437,174,81,22,207,118,224,379,261,511,147,269,89,164,556,1061,373,760,416,750,50,114,1753,3351,72,122,124,John Franklinbuurt,E41,E,74919,3.63E+12,E West,E41a John Franklinbuurt,John Franklinbuurt,1930,281,429,609,437,174,81,22,118,207,224,379,899,1840.741363,275.0504532,421.3964913,593.6266342,395.4564075,155.2113769,77.82489746,92.93724295,9.987636085,52.39046115
123,E41b,2260,370,481,681,549,179,173,27,316,247,262,348,340,592,180,341,157,266,672,1211,544,907,497,832,118,194,2233,3883,139,123,206,Jan Maijenbuurt,E41,E,78363,3.63E+12,E West,E41b Jan Maijenbuurt,Jan Maijenbuurt,2260,370,481,681,549,179,173,27,247,316,262,348,887,2113.739749,323.632476,462.0979876,627.100736,523.016244,177.892305,127.5437096,154.8945837,11.19812543,117.7782891
124,E41c,1409,193,328,443,280,165,86,14,160,102,159,222,174,294,143,230,67,128,401,720,235,409,311,494,51,81,1264,2147,51,124,86,Orteliusbuurt Noord,E41,E,42631,3.63E+12,E West,E41c Orteliusbuurt Noord,Orteliusbuurt Noord,1409,193,328,443,280,165,86,14,102,160,159,222,666,1202.807608,165.2519289,286.1461733,391.2303001,229.0647918,131.1144141,48.56433316,63.93509138,7.551677901,45.61200145
125,M28b,123,6,35,30,41,11,12,0,1,0,11,26,32,357,82,308,6,61,102,628,112,608,96,598,30,78,424,2499,7,125,48,Oosterpark,M28,M,253924,3.63E+12,M Oost,M28b Oosterpark,Oosterpark,123,6,35,30,41,11,12,0,0,1,11,26,73,542.0157332,62.88729849,135.0070911,124.4253027,137.4870819,82.20895898,5.789901031,6.733287942,3.170132494,21.61443379
